CTID,species,tissue_class,tissue_type,uberonongology_id,cancer_type,major_cell_type,cell_name,cellontology_id,marker,Symbol,GeneID,Genetype,Genename,UNIPROTID,PMID,Paper_Title,journal,year,technology_type_for_discovery,technology_platform_for_discovery,Phenotype_type,Phenotype_label,model_type,technology_type_for_validation,technology_platform_for_validation,evidence_type,Phenotype_evidence,curator
CT182,Human,Breast,Breast,,Breast carcinoma,epithelial cell, basal/myoepithelial (BA) cells,,,"KRT5, KRT14, KRT17, CAV1, ACTA2, MYLK",,,,,35617956,A human breast atlas integrating single-cell proteomics and transcriptomics,Developmental Cell,2022,single cell transcriptome,10× Genomics,Clinical phenotype,increased with age,clinical samples,CyTOF, Cell-ID 20-Plex Pd Barcoding Kit (Fluidigm 201060),Protein,"Consistent with CyTOF, CyCIF showed the pro portion of K14hi K17hi BA1 cells increased with age (Figures 5D and 5F).",
CT183,Human,Breast,Breast,,Breast carcinoma,epithelial cell, basal/myoepithelial (BA) cells,,,"KRT5, KRT14, KRT17, CAV1, ACTA2, MYLK",,,,,35617956,A human breast atlas integrating single-cell proteomics and transcriptomics,Developmental Cell,2022,single cell transcriptome,10× Genomics,Clinical phenotype,increased with age,clinical samples,CyCIF," Abcam, Cell Signaling Technology",Protein,"Consistent with CyTOF, CyCIF showed the pro portion of K14hi K17hi BA1 cells increased with age (Figures 5D and 5F).",
CT184,Human,Breast,Breast,,Breast carcinoma,epithelial cell, basal-luminal (BL) cells,,,"ALDH1A3, MUC1, KRT5/14/17",,,,,35617956,A human breast atlas integrating single-cell proteomics and transcriptomics,Developmental Cell,2022,single cell transcriptome,10× Genomics,Clinical phenotype,increased with age,clinical samples,CyTOF, Cell-ID 20-Plex Pd Barcoding Kit (Fluidigm 201060),Protein,"CyTOF identified a striking increase in the relative abundance of BL subtypes with age, independent of BRCA1/2 genotype or parity (Figures 6B, S5A, S5B, and S5D).",
CT185,Human,Breast,Breast,,Breast carcinoma,epithelial cell, basal-luminal (BL) cells,,,"ALDH1A3, MUC1, KRT5/14/17",,,,,35617956,A human breast atlas integrating single-cell proteomics and transcriptomics,Developmental Cell,2022,single cell transcriptome,10× Genomics,Clinical phenotype,increased with age,clinical samples,CyCIF," Abcam, Cell Signaling Technology",Protein,"BL1 cells, which displayed a more pronounced increase with age than BL2 cells, were analyzed by CyCIF on two inde pendent breast tissue collections, one local (31 samples yielding 159,393 K19+ and/or ECAD+ luminal cells) and one from the Ko men Tissue Bank (21 samples yielding 64,597 K19+ luminal cells). An analysis of the combined set revealed K14+ BL1 cells were localized primarily in ducts and increased in abundance with age (Figures 6D, 6E, S5E, and S5F).",
CT186,Human,Breast,Breast,,Breast carcinoma,epithelial cell, basal-luminal (BL) cells,,,"ALDH1A3, MUC1, KRT5/14/17",,,,,35617956,A human breast atlas integrating single-cell proteomics and transcriptomics,Developmental Cell,2022,single cell transcriptome,10× Genomics,Clinical phenotype,increased with age,clinical samples,Immunohistochemistry (IHC) staining,"BioLegend, Vector Labs",Protein,"Additional immunohis tochemistry (IHC) staining of 39 samples also detected K14+ BL1 cells in the luminal layer of ducts in mammary terminal ductal lobular units (TDLUs) and showed that the fraction of TDLUs con taining BL cells increased with age (Figure S5G), consistent with the CyTOF and CyCIF analyses.",
CT187,Human,Breast,Breast,,Breast carcinoma,epithelial cell, basal/myoepithelial (BA) cells,,,"KRT5, KRT14, KRT17, CAV1, ACTA2, MYLK",,,,,35617956,A human breast atlas integrating single-cell proteomics and transcriptomics,Developmental Cell,2022,single cell transcriptome,10× Genomics,Biological phenotype,decreased,Organoids,Organoids,Peprotech,protein,"Among BA cells, BA2 cells decreased in the absence of endogenous BMP inhibitor noggin.",
CT188,Human,Breast,Breast,,Breast carcinoma,epithelial cell, basal-luminal (BL) cells,,,"ALDH1A3, MUC1, KRT5/14/17",,,,,35617956,A human breast atlas integrating single-cell proteomics and transcriptomics,Developmental Cell,2022,single cell transcriptome,10× Genomics,Biological phenotype,increased,Organoids,Organoids,Peprotech,Protein,"Removal of TGF-bRI inhibitor or FGF7/10 significantly increased the percentage of BL cells (Figures 7D, 7E, and S7E), suggesting inverse regulation of BL cells by TGF-b and FGF signaling.",
CT189,Human,Breast,Breast,,Breast carcinoma,Cancer cell, micrometastatic cells,,,PHLDA2,,,,,32144411,Transcriptional diversity and bioenergetic shift in human breast cancer metastasis revealed by single-cell RNA sequencing,Nature cell biology,2020,single cell transcriptome,Smart-seq2,Clinical phenotype,increased relapse,mice,survival analysis,analysis,clinical data,Our survival analysis showed that PHLDA2 was significantly predictive of increased relapse (P=7.4×10−3; HR=1.44) in patients with basal-like breast cancer (Extended Data Fig. 3a).,
CT190,Human,Breast,Breast,,Breast carcinoma,Cancer cell, micrometastatic cells,,,PHLDA2,,,,,32144411,Transcriptional diversity and bioenergetic shift in human breast cancer metastasis revealed by single-cell RNA sequencing,Nature cell biology,2020,single cell transcriptome,Smart-seq2,Biological phenotype,metastasis,mice,RNAscope in situ hybridization (RNA-ISH),"RNAscope multiplex fluorescent reagent kit v2 (ACD, cat. no. 323110)",RNA,We compared the PHLDA2 transcript levels in primary tumour and microme tastases using high-resolution single-molecule fluorescence in situ  hybridization (RNAscope) to determine whether the PHLDA2 transcripts are upregulated in micrometastatic lesions in  situ.,
CT191,Human,Breast,Breast,,Breast carcinoma,Cancer cell, micrometastatic cells,,,PHLDA2,,,,,32144411,Transcriptional diversity and bioenergetic shift in human breast cancer metastasis revealed by single-cell RNA sequencing,Nature cell biology,2020,single cell transcriptome,Smart-seq2,Biological phenotype,higher gene expression,mice,Quantitative PCR,"PowerUp SYBRGreen master mix (Applied Biosystems, cat. no. A25742)",RNA,"Quantitative PCR analysis of sorted TMRMhigh and TMRMlow cells confirmed that TMRMhigh cells express higher levels of the genes involved in mitochondrial biogenesis and the ETC, validating the TMRM assay in PDX cells (Fig. 4e).",
CT192,Human,Breast,Breast,,Breast carcinoma,Cancer cell, micrometastatic cells,,,PHLDA2,,,,,32144411,Transcriptional diversity and bioenergetic shift in human breast cancer metastasis revealed by single-cell RNA sequencing,Nature cell biology,2020,single cell transcriptome,Smart-seq2,Biological phenotype,higher mitochondrial membrane potential,mice,Flow cytometry,BD FACSAria Fusion cell sorter,protein,Flow cytometry analysis showed that the mitochondrial membrane potential of micrometastases was threefold higher than primary tumour cells (P=0.0331; Fig. 4f).,
CT193,Human,Breast,Breast,,Breast carcinoma,Cancer cell, micrometastatic cells,,,PHLDA2,,,,,32144411,Transcriptional diversity and bioenergetic shift in human breast cancer metastasis revealed by single-cell RNA sequencing,Nature cell biology,2020,single cell transcriptome,Smart-seq2,Biological phenotype,attenuates the metastatic,MDA-MB-231 cells,Flow cytometry,BD FACSAria Fusion cell sorter,protein,"Flow cytometry analysis showed an almost threefold decrease in the frequency of metastatic cells in the lungs of the treatment group (Fig. 6g), showing that OXPHOS inhi bition attenuates the metastatic capacity of MDA-MB-231 cells.",
CT194,Human,Breast,Breast,,Breast carcinoma,Cancer cell, micrometastatic cells,,,PHLDA2,,,,,32144411,Transcriptional diversity and bioenergetic shift in human breast cancer metastasis revealed by single-cell RNA sequencing,Nature cell biology,2020,single cell transcriptome,Smart-seq2,Biological phenotype,metastasis,BALB/c mice,green fluorescent protein (GFP),Hamamatsu,protein,"We injected green fluorescent protein (GFP)-labelled 4T1 cells (1×105) into BALB/c mice and harvested the lungs of the mice 5d later, as 4T1 cells metastasize rapidly in the lung. Remarkably, the animals injected with oligomycin-treated 4T1–GFP cells displayed a sevenfold decrease in metastatic cells in their lungs at this early time point (Fig. 6h), suggesting OXPHOS is important to facilitate early events in the metastatic cascade.",
CT195,Human,Breast,Breast,,Breast carcinoma,epithelial cell, epithelial cells,,,"EPCAM, EGFR, CDH1",,,,,30181541,Unravelling subclonal heterogeneity and aggressive disease states in TNBC through single-cell RNA-seq,Nature Communications,2018,single cell transcriptome,Smart-seq2,Clinical phenotype,malignant,clinical samples,Immunohistochemistry (IHC) staining,"Agilent Dako, Atlas Antibodies, Abcam",protein,"Notably, most cycling cells (98.5% of all cycling cells) were identified as epithelial, consistent with our cell type classification and suggesting that the malignant cells reside in this compartment (Fig. 1e; Supplementary Fig. 2). We validated these findings by immunohistochemical staining of tumor sections with Ki67, a widely used clinical marker of cycling cells.",
CT196,Human,Breast,Breast,,Breast carcinoma,epithelial cell,luminal progenitor (LP) cells,,,"KRT8, KRT1",,,,,30181541,Unravelling subclonal heterogeneity and aggressive disease states in TNBC through single-cell RNA-seq,Nature Communications,2018,single cell transcriptome,Smart-seq2,Clinical phenotype,shortened overall survival,clinical samples,survival analysis,analysis,clinical data,We observed a statistically significant association between tumors with high expression of the cluster 2 signature and shortened overall survival (Fig. 4c).,
CT197,Human,Breast,Breast,,Breast carcinoma,Cancer cell,ZT4 circulating tumour cells (CTCs),,,,,,,,35732738,The metastatic spread of breast cancer accelerates during sleep,Nature,2022,single cell transcriptome,BD Biosciences,Biological phenotype,metastasis,mice,immunohistochemical analysis,Cell Signaling Technology,protein,"To dissect whether these metas tases were derived from ZT4 or ZT16 CTCs, we conducted immunohistochemical analysis of the lungs with anti GFP and anti-RFP antibodies. Remarkably, we find that most metastases derive from ZT4-generated GFP-labelled CTCs (Fig. 2c). ",
CT198,Human,Breast,Breast,,Breast carcinoma,Fibroblast,osteoclast-like giant cells,,,"ACP5, CTSK, MMP9, CD68",,,,,36148946,Microenvironment components and spatially resolved single-cell transcriptome atlas of breast cancer metastatic axillary lymph nodes,Acta Biochimica et Biophysica Sinica,2022,single cell transcriptome,10× Genomics,Biological phenotype,existence,clinical samples,Immunofluorescence staining,Abcam,protein,"With high CD68 expression and CD163L1, this cell cluster have similar characteristics with M2-macrophages (Supplementary Figure S1)[19]. Immunofluorescence staining was performed to examine the expressions of macrophage biomarkers (Figure 5A).",
CT199,Human,Breast,Breast,,Breast carcinoma,Fibroblast,osteoclast-like giant cells,,,"ACP5, CTSK, MMP9, CD68",,,,,36148946,Microenvironment components and spatially resolved single-cell transcriptome atlas of breast cancer metastatic axillary lymph nodes,Acta Biochimica et Biophysica Sinica,2022,single cell transcriptome,10× Genomics,Biological phenotype,interaction,clinical samples,Spatial RNA-seq,10× Genomics,protein,"Figure 6D shows the spatial orientation of various cell clusters, the linkage between cell clusters illustrates the spatial proximity of cells, suggesting that OGCs are located adjacent to cancer cells. Likewise, the spatial adjacency of macrophages and cancer cells indicates the dense interaction between the two cell clusters.",
CT200,Human,Breast,Breast,,Breast carcinoma,T cell,KRT8+T cells,,,"ELF3, S100A13, AZGP1",,,,,37696831,Single-cell transcriptome analysis indicates fatty acid metabolism-mediated metastasis and immunosuppression in male breast cancer,Nature Communications,2023,single cell transcriptome,10× Genomics,Clinical phenotype,poor prognosis,clinical samples,survival analysis,analysis,clinical data,"Results showed that FASN expression was prognostic for the OS, DSS, and PFI of many types of cancers, especially for male cancer patients (Supplementary Figs. 9–11). Male BRCA patients with higher expres sion of FASN had a relatively poor prognosis but were not statistically significant possibly due to that only 12 MBC samples were present in the TCGA.",
CT201,Human,Breast,Breast,,Breast carcinoma,T cell,KRT8+T cells,,,"ELF3, S100A13, AZGP1",,,,,37696831,Single-cell transcriptome analysis indicates fatty acid metabolism-mediated metastasis and immunosuppression in male breast cancer,Nature Communications,2023,single cell transcriptome,10× Genomics,Clinical phenotype,metastasis,clinical samples,Immunohistochemistry (IHC) staining,"Abcam, CST",Protein,"Moreover, the IHC staining for FASN in 30 ER+ MBC samples and 30 ER+ FBC samples were compared. Results showed that the protein levels of FASN were remarkably higher in MBC than in FBC samples (Wilcoxon rank-sum test, p-value: 0.0052; Fig. 4e, f). This observation indicated that fatty acids played an important role in tumor cell energy metabolism in MBC patients.",
CT202,Human,Cervical,Cervical,,Cervical carcinoma,T cell,KRT8+T cells,,,"ELF3, S100A13, AZGP1",,,,,37696831,Single-cell transcriptome analysis indicates fatty acid metabolism-mediated metastasis and immunosuppression in male breast cancer,Nature Communications,2023,single cell transcriptome,10× Genomics,Clinical phenotype,existence,clinical samples,immunofluorescence staining,"Proteintech, Abcam",Protein,We further illustrated the co expression of CD3E and KRT8 at the single-cell resolution (Fig. 6a) and found that the CD3E + KRT8 + T cells tended to enrich in MBC samples(Fig. 6b). Further validation using immunofluorescence experiments for the MBC samples confirmed the above observation and showed the existence of CD3 + KRT8+ cells (Fig. 6c and Supplementary Fig. 16a).,
CT203,Human,Cervical,Cervical,,Cervical carcinoma,Fibroblast,CAF-MMP11,,,"MMP11, 
POSTN, CTHRC1, COL8A1, COL10A1",,,,,37985817,Multiomic analysis of cervical squamous cell carcinoma identifies cellular ecosystems with biological and clinical relevance,Nature genetics,2023,single cell transcriptome,10× Genomics,Clinical phenotype,poor prognosis,clinical samples,survival analysis,analysis,clinical data,"In the squamous NSCLC subtype of two large ICB therapy cohorts (OAK and POPLAR; anti-PD-L1 antibody or chemo therapy (docetaxel)), low MP6/7 scores were associated with better survival in the immunotherapy arm but not the chemotherapy arm in both cohorts (Fig. 6e,f). ",
CT204,Human,Cervical,Cervical,,Cervical carcinoma,Fibroblast,CAF-MMP11,,,"MMP11, 
POSTN, CTHRC1, COL8A1, COL10A1",,,,,37985817,Multiomic analysis of cervical squamous cell carcinoma identifies cellular ecosystems with biological and clinical relevance,Nature genetics,2023,single cell transcriptome,10× Genomics,Clinical phenotype,immune exclusion,clinical samples,Immunohistochemistry (IHC) staining,"Abcam, CST",Protein,"Furthermore, we examined the immune cell infiltration in 20 randomly selected CSCCs in our bulk RNA-seq cohort26 using immu nohistochemistry staining (IHC) and multiplex immunofluorescence (Fig. 6b, Extended Data Fig. 8b and Supplementary Table 10). CD8+ T cell infiltration was inversely correlated with the MP6/7 score (Pearson’s r = −0.47, P = 0.037; Fig. 6c).",
CT205,Human,Cervical,Cervical,,Cervical carcinoma,Fibroblast,CAF-MMP11,,,"MMP11, 
POSTN, CTHRC1, COL8A1, COL10A1",,,,,37985817,Multiomic analysis of cervical squamous cell carcinoma identifies cellular ecosystems with biological and clinical relevance,Nature genetics,2023,single cell transcriptome,10× Genomics,Clinical phenotype,immune exclusion,HNSCC cell lines, Western blot,"Western Blotting ECL Kit (Advansta, cat #190113-13)",Protein,"Silencing FABP5 resulted in the most significant reduction in MP6 signature and a substantial decrease in protein levels in both cervical cancer and HNSCC cell lines (Fig. 7a,b and Extended Data Fig. 10a–c). ",
CT206,Human,Cervical,Cervical,,Cervical carcinoma,Fibroblast,CAF-MMP11,,,"MMP11, 
POSTN, CTHRC1, COL8A1, COL10A1",,,,,37985817,Multiomic analysis of cervical squamous cell carcinoma identifies cellular ecosystems with biological and clinical relevance,Nature genetics,2023,single cell transcriptome,10× Genomics,Clinical phenotype,immune exclusion,patient-derived organoid (PDO),"H&E staining, Immunofluorescence","Maxim Biotechnology, Abcam, ZSGB-BIO, Servicebio",Protein,"Notably, FABP5-IN-1, a selective FABP5 inhibitor36, suppressed CSCC patient-derived organoid (PDO) formation along with a decrease in S100A8/A9 and SERPINB3 (Fig. 7c,d and Extended Data Fig. 10d–g).",
CT207,Human,Cervical,Cervical,,Cervical carcinoma,Fibroblast,CAF-MMP11,,,"MMP11, 
POSTN, CTHRC1, COL8A1, COL10A1",,,,,37985817,Multiomic analysis of cervical squamous cell carcinoma identifies cellular ecosystems with biological and clinical relevance,Nature genetics,2023,single cell transcriptome,10× Genomics,Clinical phenotype,immune exclusion,mice,Xenograft mouse model,"BALB/c-nu/nu, GemPharmatech Co., Ltd company, Nanjing, China",Protein,"Strikingly, ko-FABP5  almost completely prevented tumor formation in C57BL/6 mice  (except for mouse B1) but not in immune-deficient BALB/c-nu mice  (Fig. 7m,n and Extended Data Fig. 10l). Despite tumor growth in B1,  there was substantial CD4 and CD8 T cell infiltration in ko-FABP5  tumors when compared with the parental TC-1 tumors (Extended  Data Fig. 10m).",
CT208,Human,Cervical,Cervical,,Cervical carcinoma,Fibroblast,CAF-MMP11,,,"MMP11, 
POSTN, CTHRC1, COL8A1, COL10A1",,,,,37985817,Multiomic analysis of cervical squamous cell carcinoma identifies cellular ecosystems with biological and clinical relevance,Nature genetics,2023,single cell transcriptome,10× Genomics,Clinical phenotype,immune exclusion,HNSCC cell lines,Quantitative PCR (qPCR),Total RNA Extraction Kit (Vazyme; cat #RC112-01),Protein,"Silencing FABP5 resulted in the most significant reduction in MP6 signature and a substantial decrease in protein levels in both cervical cancer and HNSCC cell lines (Fig. 7a,b and Extended Data Fig. 10a–c). a, Quantification of MP6 genes by quantitative PCR (qPCR) in C33A and HeLa cells after FABP5 knockdown (si-FABP5) by small interfering RNA for 48 h. NC, negative control.",
CT209,Human,Cervical,Cervical,,Cervical carcinoma,Fibroblast,CAF-MMP11,,,"MMP11, 
POSTN, CTHRC1, COL8A1, COL10A1",,,,,37985817,Multiomic analysis of cervical squamous cell carcinoma identifies cellular ecosystems with biological and clinical relevance,Nature genetics,2023,single cell transcriptome,10× Genomics,Biological phenotype,immune exclusion,clinical samples,Spatial RNA-seq,Stereo-seq,protein,"The distinctive spatial distribution of MP6/7 to conven tional immune-hot tumor categorization suggests that they mightoffer additional information in predicting the immunotherapy  response (Extended Data Fig. 6g,h). As expected, integration of  the immune-hot paradigm and MP6/7 scores synergistically  enhances prediction of the ICB response (Extended Data Fig. 9 and  Supplementary Note 6).",
CT210,Human,Cervical,Cervical,,Cervical carcinoma,Fibroblast,CAF-MMP11,,,"MMP11, 
POSTN, CTHRC1, COL8A1, COL10A1",,,,,37985817,Multiomic analysis of cervical squamous cell carcinoma identifies cellular ecosystems with biological and clinical relevance,Nature genetics,2023,single cell transcriptome,10× Genomics,Biological phenotype,immune exclusion,clinical samples,Flow cytometry,BD Biosciences,protein,"As expected, FABP5-IN-1 significantly reduced tumor burden and increased T cell infiltration, as demonstrated by the increase in CD4 and CD8 T cells at study ter mination (Fig. 7j–l and Extended Data Fig. 10j,k). k, Flow cytometry analysis of CD4+and CD8+cells in TC-1 tumors treated as indicated in j.",
